Epoch,Train Loss,Val Loss,Learning Rate,RMSE,MAE,R2
1,0.1238756347834901,0.07597178535029699,0.09900010000000001,14635.942254995092,11933.014594907707,-0.2262575354298404
2,0.05977482500503326,0.06428233381892551,0.09800020000000001,13462.953288902865,10883.376942260784,-0.03757856784611824
3,0.05772073109090302,0.06302636253509053,0.09700030000000001,13330.782500197301,10749.435043747315,-0.017305985808132807
4,0.05778211935855457,0.06282155075083568,0.0960004,13309.104880215038,10723.772731676538,-0.014000127026095432
5,0.057817051299575574,0.06278285175306873,0.0950005,13305.004946690931,10719.32028585613,-0.013375488057740803
6,0.05782157353115117,0.06277799683539029,0.0940006,13304.490507232318,10718.940998364835,-0.013297125026523027
7,0.057818386520570184,0.06278062409163615,0.0930007,13304.768900473928,10719.324746865315,-0.013339531464046095
8,0.057814203320274475,0.06278497227356598,0.09200080000000001,13305.229636209568,10719.881440954166,-0.013409715293902114
9,0.05780961701565458,0.06278973292490904,0.09100090000000001,13305.734059134162,10720.477054376934,-0.013486556775987424
10,0.0578048814180715,0.06279469575922757,0.090001,13306.259884342993,10721.087973663363,-0.01356666168535714
11,0.05780014464010118,0.06279960651691006,0.0890011,13306.780171444358,10721.74175050349,-0.013645926027837207
12,0.057795475980647736,0.06280453287679474,0.0880012,13307.302091135498,10722.52671953388,-0.013725442204836291
13,0.057790815591721986,0.06280946669276308,0.0870013,13307.824780240446,10723.309400341708,-0.013805078730181553
14,0.05778616417691162,0.0628144047799253,0.0860014,13308.347901280802,10724.089457593578,-0.013884784196696254
15,0.05778152145184483,0.06281934528612004,0.08500150000000001,13308.871258006702,10724.866727794973,-0.013964528708717339
16,0.057776886827507444,0.06282428675457215,0.08400160000000001,13309.394696080633,10725.641094912868,-0.01404428875249697
17,0.05777225968657733,0.0628292278923759,0.0830017,13309.918078546614,10726.41245947272,-0.014124043459292857
18,0.05776763943553222,0.06283416750974975,0.0820018,13310.441279392862,10727.18073059639,-0.014203773624892113
19,0.057763025516864956,0.06283910450283842,0.0810019,13310.964181728095,10727.945823858874,-0.014283461432009759
20,0.057758417411402786,0.06284403784794117,0.080002,13311.486677168457,10728.70766065737,-0.014363090357131902
21,0.057753814638219186,0.06284896659890989,0.0790021,13312.008665560294,10729.466167990304,-0.014442645128522669
22,0.0577492167960381,0.06285388996073811,0.0780022,13312.53006277157,10730.221285800395,-0.01452211291401273
23,0.05774462350669569,0.06285880709473973,0.0770023,13313.050780057856,10730.97294732961,-0.01460148017640317
24,0.05774003434550541,0.06286371727424322,0.0760024,13313.570740549994,10731.721095267156,-0.014680735186519245
25,0.05773544898021836,0.06286861984950505,0.0750025,13314.08987553648,10732.465678215525,-0.014759867456876519
26,0.0577308671132905,0.06287351424421425,0.0740026,13314.608124091712,10733.206650316806,-0.014838867685262214
27,0.057726288482192634,0.06287839995407203,0.0730027,13315.125432924058,10733.943971144687,-0.01491772773180955
28,0.05772174260479212,0.062883461638534,0.0720028,13315.661353106983,10734.694683887014,-0.014999428177374208
29,0.057717081156752746,0.06288832628537509,0.07100290000000001,13316.176391048088,10735.423557511103,-0.015077948246615236
30,0.05771251828616921,0.062893190739835,0.070003,13316.691388702608,10736.149907600824,-0.015156465210639514
31,0.05770795607865887,0.06289804846622363,0.0690031,13317.205654184696,10736.872914555584,-0.015234873577135932
32,0.057703395713103574,0.06290289720331937,0.0680032,13317.718948207734,10737.592298313162,-0.015313136847816322
